Date	TW_I	TW_O	O2	TEMP_IN_Z1	TEMP_IN_Z2	TEMP_IN_Z3	TEMP_IN_Z4
05:26:17 05-03-2018	123.850555419922	130.415649414063	13.7793998718262	0	0	136	0
05:26:32 05-03-2018	123.932968139648	130.525527954102	13.8022003173828	0	0	136	0
05:26:47 05-03-2018	123.71321105957	130.278305053711	13.8591995239258	0	0	136	0
05:27:02 05-03-2018	123.685745239258	130.333236694336	13.9124011993408	0	0	136	0
05:27:17 05-03-2018	123.905502319336	130.635406494141	13.9351997375488	0	0	137	0
05:27:32 05-03-2018	123.905502319336	130.717803955078	14.0340003967285	0	0	137	0
05:27:47 05-03-2018	123.932968139648	130.745269775391	14.0111999511719	0	0	137	0
05:28:02 05-03-2018	123.960433959961	130.827682495117	14.0340003967285	0	0	137	0
05:28:17 05-03-2018	124.015365600586	130.937561035156	14.1898002624512	0	0	137	0
05:28:32 05-03-2018	123.932968139648	130.965026855469	14.2278003692627	0	0	137	0
05:28:47 05-03-2018	124.097778320313	131.047439575195	14.2506008148193	0	0	137	0
05:29:02 05-03-2018	124.042846679688	131.10237121582	14.2695999145508	0	0	137	0
05:29:17 05-03-2018	123.987899780273	130.937561035156	14.3038005828857	0	0	137	0
05:29:32 05-03-2018	124.042846679688	131.10237121582	14.3113994598389	0	0	138	0
05:29:47 05-03-2018	124.180191040039	131.322128295898	14.3418006896973	0	0	138	0
05:30:02 05-03-2018	124.207656860352	131.432006835938	14.372200012207	0	0	138	0
05:30:17 05-03-2018	124.290054321289	131.569351196289	14.3912010192871	0	0	138	0
05:30:32 05-03-2018	124.235122680664	131.569351196289	14.4026012420654	0	0	138	0
05:30:47 05-03-2018	124.317535400391	131.624282836914	14.4216003417969	0	0	138	0
05:31:02 05-03-2018	124.454879760742	131.734161376953	14.463399887085	0	0	138	0
05:31:17 05-03-2018	124.454879760742	131.761627197266	14.463399887085	0	0	138	0
05:31:32 05-03-2018	124.454879760742	131.844039916992	14.5431995391846	0	0	138	0
05:31:47 05-03-2018	124.564758300781	131.981384277344	14.573600769043	0	0	138	0
05:32:02 05-03-2018	124.592224121094	132.036315917969	14.6230010986328	0	0	138	0
05:32:17 05-03-2018	124.564758300781	132.118728637695	14.6571998596191	0	0	139	0
05:32:32 05-03-2018	124.619689941406	132.256072998047	14.672399520874	0	0	139	0
05:32:47 05-03-2018	124.729568481445	132.393417358398	14.6837997436523	0	0	139	0
05:33:02 05-03-2018	124.894378662109	132.558227539063	14.6837997436523	0	0	139	0
05:33:17 05-03-2018	124.757034301758	132.311004638672	14.6951999664307	0	0	139	0
05:33:32 05-03-2018	124.839447021484	132.475830078125	14.7180004119873	0	0	139	0
05:33:47 05-03-2018	124.866912841797	132.585693359375	14.7103996276855	0	0	139	0
05:34:02 05-03-2018	124.866912841797	132.668106079102	14.7294006347656	0	0	140	0
05:34:17 05-03-2018	124.894378662109	132.640640258789	14.7256011962891	0	0	139	0
05:34:32 05-03-2018	125.031723022461	132.860382080078	14.7369995117188	0	0	139	0
05:34:47 05-03-2018	125.059188842773	132.915328979492	14.7522010803223	0	0	140	0
05:35:02 05-03-2018	125.059188842773	132.970260620117	14.7674007415771	0	0	140	0
05:35:17 05-03-2018	125.1416015625	133.080139160156	14.7712001800537	0	0	140	0
05:35:32 05-03-2018	125.361358642578	133.382293701172	14.7902011871338	0	0	140	0
05:35:47 05-03-2018	125.1416015625	133.052673339844	14.8054008483887	0	0	140	0
05:36:02 05-03-2018	125.114135742188	133.217483520508	14.8015995025635	0	0	140	0
05:36:17 05-03-2018	125.278945922852	133.327362060547	14.8206005096436	0	0	140	0
05:36:32 05-03-2018	125.361358642578	133.547119140625	14.8282012939453	0	0	141	0
05:36:47 05-03-2018	125.416290283203	133.547119140625	14.8358001708984	0	0	141	0
05:37:02 05-03-2018	125.49870300293	132.997741699219	15.0676002502441	0	0	140	0
05:37:17 05-03-2018	125.388824462891	132.420883178711	15.0790004730225	0	0	141	0
05:37:32 05-03-2018	125.416290283203	132.393417358398	15.1018009185791	0	0	141	0
05:37:47 05-03-2018	125.49870300293	132.338485717773	15.1056003570557	0	0	140	0
05:38:02 05-03-2018	125.636047363281	132.53076171875	15.1208000183105	0	0	141	0
05:38:17 05-03-2018	125.663513183594	132.558227539063	15.1284008026123	0	0	140	0
05:38:32 05-03-2018	125.718444824219	132.585693359375	15.1436004638672	0	0	140	0
05:38:47 05-03-2018	125.910736083984	132.777984619141	15.1398010253906	0	0	140	0
05:39:02 05-03-2018	125.910736083984	132.750518798828	15.1132011413574	0	0	141	0
05:39:17 05-03-2018	125.965667724609	132.750518798828	15.0676002502441	0	0	140	0
05:39:32 05-03-2018	125.993133544922	132.915328979492	14.9916000366211	0	0	141	0
05:39:47 05-03-2018	126.130477905273	132.942794799805	14.9574012756348	0	0	141	0
05:40:02 05-03-2018	126.130477905273	132.970260620117	14.9384002685547	0	0	141	0
05:40:17 05-03-2018	126.212890625	133.025207519531	14.9194011688232	0	0	141	0
05:40:32 05-03-2018	126.185424804688	132.942794799805	14.9118003845215	0	0	141	0
05:40:47 05-03-2018	126.267822265625	133.13508605957	14.915599822998	0	0	141	0
05:41:02 05-03-2018	126.295303344727	133.13508605957	14.9041996002197	0	0	141	0
05:41:17 05-03-2018	126.267822265625	133.107604980469	14.89280128479	0	0	141	0
05:41:32 05-03-2018	126.405166625977	133.464706420898	14.8775997161865	0	0	141	0
05:41:47 05-03-2018	126.377700805664	133.24494934082	14.87380027771	0	0	141	0
05:42:02 05-03-2018	126.157958984375	133.162551879883	14.8586006164551	0	0	141	0
05:42:17 05-03-2018	126.350234985352	133.327362060547	14.8509998321533	0	0	141	0
05:42:32 05-03-2018	126.542526245117	133.684463500977	14.8472003936768	0	0	141	0
05:42:47 05-03-2018	126.405166625977	133.354827880859	14.8509998321533	0	0	141	0
05:43:02 05-03-2018	126.652389526367	133.739395141602	14.8358001708984	0	0	141	0
05:43:17 05-03-2018	127.036956787109	133.656997680664	14.8129997253418	0	0	142	0
05:43:32 05-03-2018	127.009490966797	133.684463500977	14.8129997253418	0	0	142	0
05:43:47 05-03-2018	127.201782226563	133.876739501953	14.8054008483887	0	0	142	0
05:44:02 05-03-2018	127.119369506836	133.986618041992	14.7902011871338	0	0	142	0
05:44:17 05-03-2018	126.734802246094	134.069030761719	14.7978000640869	0	0	142	0
05:44:32 05-03-2018	126.487579345703	133.931686401367	14.7749996185303	0	0	142	0
05:44:47 05-03-2018	126.267822265625	133.876739501953	14.7712001800537	0	0	142	0
05:45:02 05-03-2018	126.048080444336	133.876739501953	14.7749996185303	0	0	142	0
05:45:17 05-03-2018	125.965667724609	133.684463500977	14.7902011871338	0	0	142	0
05:45:32 05-03-2018	125.910736083984	133.60205078125	14.8054008483887	0	0	142	0
05:45:47 05-03-2018	125.718444824219	133.409774780273	14.8015995025635	0	0	142	0
05:46:02 05-03-2018	125.910736083984	133.629516601563	14.8015995025635	0	0	142	0
05:46:17 05-03-2018	126.130477905273	133.821807861328	14.7978000640869	0	0	142	0
05:46:32 05-03-2018	125.938201904297	133.656997680664	14.816801071167	0	0	142	0
05:46:47 05-03-2018	125.85578918457	133.684463500977	14.8015995025635	0	0	142	0
05:47:02 05-03-2018	125.828323364258	133.95915222168	14.8015995025635	0	0	143	0
05:47:17 05-03-2018	125.333877563477	133.60205078125	14.8054008483887	0	0	142	0
05:47:32 05-03-2018	125.49870300293	133.711929321289	14.8206005096436	0	0	143	0
05:47:47 05-03-2018	125.086654663086	133.547119140625	14.8129997253418	0	0	143	0
05:48:02 05-03-2018	124.976791381836	133.519638061523	14.8243999481201	0	0	143	0
05:48:17 05-03-2018	124.619689941406	133.272430419922	14.8243999481201	0	0	143	0
05:48:32 05-03-2018	124.702102661133	133.24494934082	14.839599609375	0	0	143	0
05:48:47 05-03-2018	124.78450012207	133.24494934082	14.839599609375	0	0	143	0
05:49:02 05-03-2018	124.619689941406	133.299896240234	14.8509998321533	0	0	143	0
05:49:17 05-03-2018	125.031723022461	133.492172241211	14.8358001708984	0	0	143	0
05:49:32 05-03-2018	124.894378662109	133.492172241211	14.8509998321533	0	0	143	0
05:49:47 05-03-2018	125.004257202148	133.519638061523	14.8509998321533	0	0	143	0
05:50:02 05-03-2018	125.086654663086	133.656997680664	14.8509998321533	0	0	143	0
05:50:17 05-03-2018	125.278945922852	133.766860961914	14.8509998321533	0	0	143	0
05:50:32 05-03-2018	125.388824462891	133.794342041016	14.8586006164551	0	0	143	0
05:50:47 05-03-2018	125.251480102539	133.656997680664	14.8320007324219	0	0	143	0
05:51:02 05-03-2018	125.60856628418	133.986618041992	14.8358001708984	0	0	143	0
05:51:17 05-03-2018	125.553634643555	134.014083862305	14.8434009552002	0	0	144	0
05:51:32 05-03-2018	125.636047363281	134.069030761719	14.8282012939453	0	0	144	0
05:51:47 05-03-2018	125.828323364258	133.272430419922	14.8282012939453	135	0	0	0
05:52:02 05-03-2018	125.718444824219	129.619049072266	14.7294006347656	133	0	0	0
05:52:17 05-03-2018	125.800857543945	128.547760009766	12.7495994567871	133	0	0	0
05:52:32 05-03-2018	125.965667724609	128.602691650391	10.7735996246338	132	0	0	0
05:52:47 05-03-2018	126.020614624023	128.740036010742	9.87680053710938	132	0	0	0
05:53:02 05-03-2018	126.240356445313	129.124603271484	9.56140041351318	132	0	0	0
05:53:17 05-03-2018	126.267822265625	129.4267578125	9.50820064544678	133	0	0	0
05:53:32 05-03-2018	126.103012084961	129.536636352539	9.46260070800781	133	0	0	0
05:53:47 05-03-2018	126.267822265625	129.728927612305	9.56900024414063	134	0	0	0
05:54:02 05-03-2018	126.377700805664	129.838806152344	9.73239994049072	134	0	0	0
05:54:17 05-03-2018	126.295303344727	130.058547973633	9.96420097351074	134	0	0	0
05:54:32 05-03-2018	126.487579345703	130.38818359375	10.199800491333	134	0	0	0
05:54:47 05-03-2018	126.56999206543	130.525527954102	10.4924011230469	135	0	0	0
05:55:02 05-03-2018	126.679870605469	130.662872314453	10.5645999908447	135	0	0	0
05:55:17 05-03-2018	126.624923706055	130.827682495117	10.743200302124	135	0	0	0
05:55:32 05-03-2018	126.624923706055	130.965026855469	10.986400604248	135	0	0	0
05:55:47 05-03-2018	126.56999206543	131.019973754883	11.1384010314941	135	0	0	0
05:56:02 05-03-2018	126.405166625977	131.047439575195	11.377799987793	136	0	0	0
05:56:17 05-03-2018	126.56999206543	131.432006835938	11.510799407959	136	0	0	0
05:56:32 05-03-2018	126.432647705078	131.322128295898	11.7805995941162	136	0	0	0
05:56:47 05-03-2018	126.432647705078	131.322128295898	11.8831996917725	136	0	0	0
05:57:02 05-03-2018	126.405166625977	131.404525756836	12.0542011260986	136	0	0	0
05:57:17 05-03-2018	126.322769165039	131.432006835938	12.2555999755859	136	0	0	0
05:57:32 05-03-2018	126.295303344727	131.404525756836	12.4379997253418	137	0	0	0
05:57:47 05-03-2018	126.377700805664	131.486938476563	12.5937995910645	137	0	0	0
05:58:02 05-03-2018	126.322769165039	131.624282836914	12.7648010253906	137	0	0	0
05:58:17 05-03-2018	126.267822265625	131.624282836914	12.9167995452881	137	0	0	0
05:58:32 05-03-2018	126.157958984375	131.596817016602	13.0878009796143	137	0	0	0
05:58:47 05-03-2018	126.295303344727	131.761627197266	13.31960105896	137	0	0	0
05:59:02 05-03-2018	126.103012084961	131.789093017578	13.3803997039795	137	0	0	0
05:59:17 05-03-2018	126.048080444336	131.871505737305	13.5627994537354	137	0	0	0
05:59:32 05-03-2018	125.581100463867	131.679229736328	13.7945995330811	137	0	0	0
05:59:47 05-03-2018	125.416290283203	131.651748657227	13.8516006469727	137	0	0	0
06:00:02 05-03-2018	125.031723022461	131.45947265625	13.9351997375488	138	0	0	0
06:00:17 05-03-2018	125.251480102539	131.569351196289	14.1100006103516	138	0	0	0
06:00:32 05-03-2018	124.949310302734	131.322128295898	14.2544002532959	138	0	0	0
06:00:47 05-03-2018	125.031723022461	131.541870117188	14.3113994598389	138	0	0	0
06:01:02 05-03-2018	124.894378662109	131.322128295898	14.4139995574951	138	0	0	0
06:01:17 05-03-2018	124.866912841797	131.45947265625	14.6002006530762	138	0	0	0
06:01:32 05-03-2018	125.059188842773	131.569351196289	14.6648006439209	138	0	0	0
06:01:47 05-03-2018	124.921844482422	131.45947265625	14.7103996276855	138	0	0	0
06:02:02 05-03-2018	124.949310302734	131.541870117188	14.8015995025635	138	0	0	0
06:02:17 05-03-2018	125.031723022461	131.541870117188	14.8889999389648	138	0	0	0
06:02:32 05-03-2018	125.086654663086	131.734161376953	15.0713996887207	138	0	0	0
06:02:47 05-03-2018	125.1416015625	131.679229736328	15.0904006958008	138	0	0	0
06:03:02 05-03-2018	125.086654663086	131.569351196289	15.1322002410889	138	0	0	0
06:03:17 05-03-2018	125.278945922852	131.81657409668	15.1625995635986	138	0	0	0
06:03:32 05-03-2018	125.251480102539	131.844039916992	15.1968002319336	138	0	0	0
06:03:47 05-03-2018	125.1416015625	131.706695556641	15.2385997772217	138	0	0	0
06:04:02 05-03-2018	125.663513183594	131.953918457031	15.2424011230469	138	0	0	0
06:04:17 05-03-2018	125.553634643555	132.008850097656	15.25	138	0	0	0
06:04:32 05-03-2018	125.60856628418	132.008850097656	15.3374004364014	138	0	0	0
06:04:47 05-03-2018	125.773391723633	132.146194458008	15.5122013092041	139	0	0	0
06:05:02 05-03-2018	125.85578918457	132.228607177734	15.5806007385254	139	0	0	0
06:05:17 05-03-2018	125.773391723633	132.256072998047	15.5881996154785	139	0	0	0
06:05:32 05-03-2018	126.020614624023	132.228607177734	15.5995998382568	139	0	0	0
06:05:47 05-03-2018	126.405166625977	132.558227539063	15.6300010681152	139	0	0	0
06:06:02 05-03-2018	126.350234985352	132.558227539063	15.6338005065918	139	0	0	0
06:06:17 05-03-2018	126.322769165039	132.393417358398	15.6641998291016	139	0	0	0
06:06:32 05-03-2018	126.432647705078	132.695571899414	15.6832008361816	139	0	0	0
06:06:47 05-03-2018	126.597457885742	132.695571899414	15.7060012817383	139	0	0	0
06:07:02 05-03-2018	126.734802246094	132.393417358398	15.8238010406494	139	0	0	0
06:07:17 05-03-2018	126.81721496582	132.201126098633	15.8428001403809	139	0	0	0
06:07:32 05-03-2018	126.789733886719	132.17366027832	15.8922004699707	139	0	0	0
06:07:47 05-03-2018	127.394058227539	132.17366027832	15.9302005767822	139	0	0	0
06:08:02 05-03-2018	128.135726928711	132.393417358398	15.9225997924805	138	0	0	0
06:08:17 05-03-2018	128.273071289063	132.365951538086	15.9340000152588	138	0	0	0
06:08:32 05-03-2018	128.71257019043	132.860382080078	15.9302005767822	138	0	0	0
06:08:47 05-03-2018	129.179550170898	133.24494934082	15.9225997924805	139	0	0	0
06:09:02 05-03-2018	129.289413452148	133.272430419922	15.8428001403809	139	0	0	0
06:09:17 05-03-2018	129.4267578125	133.409774780273	15.8579998016357	139	0	0	0
06:09:32 05-03-2018	129.673980712891	133.656997680664	15.8428001403809	139	0	0	0
06:09:47 05-03-2018	129.78385925293	133.684463500977	15.8199996948242	139	0	0	0
06:10:02 05-03-2018	129.866271972656	133.794342041016	15.8199996948242	139	0	0	0
06:10:17 05-03-2018	130.03108215332	133.904205322266	15.8162002563477	139	0	0	0
06:10:32 05-03-2018	130.058547973633	133.931686401367	15.8162002563477	139	0	0	0
06:10:47 05-03-2018	130.140960693359	133.986618041992	15.8238010406494	139	0	0	0
06:11:02 05-03-2018	130.443115234375	134.316253662109	15.8085994720459	138	0	0	0
06:11:17 05-03-2018	130.360717773438	134.069030761719	15.8085994720459	139	0	0	0
06:11:32 05-03-2018	130.140960693359	134.069030761719	15.8124008178711	139	0	0	0
06:11:47 05-03-2018	130.443115234375	134.233840942383	15.8124008178711	139	0	0	0
06:12:02 05-03-2018	130.470581054688	134.288772583008	15.793399810791	139	0	0	0
06:12:17 05-03-2018	130.580459594727	134.371185302734	15.8162002563477	139	0	0	0
06:12:32 05-03-2018	130.662872314453	134.316253662109	15.8238010406494	139	0	0	0
06:12:47 05-03-2018	130.772750854492	134.398651123047	15.8199996948242	139	0	0	0
06:13:02 05-03-2018	130.827682495117	134.563461303711	15.8199996948242	139	0	0	0
06:13:17 05-03-2018	131.184783935547	134.700805664063	15.8199996948242	139	0	0	0
06:13:32 05-03-2018	130.965026855469	134.563461303711	15.8085994720459	139	0	0	0
06:13:47 05-03-2018	131.184783935547	134.618408203125	15.8199996948242	139	0	0	0
06:14:02 05-03-2018	131.184783935547	134.67333984375	15.8162002563477	139	0	0	0
06:14:17 05-03-2018	131.239715576172	134.783218383789	15.8238010406494	139	0	0	0
06:14:32 05-03-2018	131.432006835938	134.948028564453	15.8199996948242	139	0	0	0
06:14:47 05-03-2018	131.432006835938	134.893096923828	15.8390007019043	139	0	0	0
06:15:02 05-03-2018	131.486938476563	134.948028564453	15.8352012634277	139	0	0	0
06:15:17 05-03-2018	131.514404296875	134.893096923828	15.8504009246826	139	0	0	0
06:15:32 05-03-2018	131.541870117188	134.975509643555	15.8542003631592	139	0	0	0
06:15:47 05-03-2018	131.596817016602	134.920562744141	15.8428001403809	139	0	0	0
06:16:02 05-03-2018	131.734161376953	135.002975463867	15.8465995788574	139	0	0	0
06:16:17 05-03-2018	131.706695556641	135.057907104492	15.8504009246826	139	0	0	0
06:16:32 05-03-2018	131.844039916992	135.112854003906	15.8313999176025	139	0	0	0
06:16:47 05-03-2018	131.92643737793	134.371185302734	15.1854000091553	0	137	0	0
06:17:02 05-03-2018	131.789093017578	131.871505737305	12.2936000823975	0	135	0	0
06:17:17 05-03-2018	131.92643737793	131.377059936523	7.57019996643066	0	133	0	0
06:17:32 05-03-2018	132.008850097656	131.349594116211	4.91020011901855	0	132	0	0
06:17:47 05-03-2018	132.146194458008	131.377059936523	4.25660037994385	0	132	0	0
06:18:02 05-03-2018	132.091262817383	131.514404296875	4.07800006866455	0	131	0	0
06:18:17 05-03-2018	132.365951538086	131.706695556641	4.08559989929199	0	131	0	0
06:18:32 05-03-2018	132.091262817383	131.569351196289	4.3173999786377	0	131	0	0
06:18:47 05-03-2018	132.311004638672	132.008850097656	4.58720016479492	0	131	0	0
06:19:02 05-03-2018	132.256072998047	131.981384277344	4.89500045776367	0	131	0	0
06:19:17 05-03-2018	132.420883178711	132.201126098633	5.18760013580322	0	131	0	0
06:19:32 05-03-2018	132.393417358398	132.256072998047	5.50680065155029	0	131	0	0
06:19:47 05-03-2018	132.365951538086	132.365951538086	5.86400032043457	0	132	0	0
06:20:02 05-03-2018	132.448348999023	132.448348999023	6.13759994506836	0	132	0	0
06:20:17 05-03-2018	132.475830078125	132.558227539063	6.4871997833252	0	132	0	0
06:20:32 05-03-2018	132.17366027832	132.448348999023	6.7874002456665	0	132	0	0
06:20:47 05-03-2018	132.146194458008	132.723037719727	7.20160007476807	0	132	0	0
06:21:02 05-03-2018	131.871505737305	132.558227539063	7.50180053710938	0	133	0	0
06:21:17 05-03-2018	131.706695556641	132.503295898438	7.83619976043701	0	133	0	0
06:21:32 05-03-2018	131.541870117188	132.448348999023	8.20100021362305	0	133	0	0
06:21:47 05-03-2018	131.679229736328	132.668106079102	8.5201997756958	0	133	0	0
06:22:02 05-03-2018	131.679229736328	132.860382080078	8.73680019378662	0	133	0	0
06:22:17 05-03-2018	131.45947265625	132.695571899414	9.13199996948242	0	133	0	0
06:22:32 05-03-2018	131.432006835938	132.723037719727	9.39420032501221	0	133	0	0
06:22:47 05-03-2018	131.267181396484	132.558227539063	9.6830005645752	0	133	0	0
06:23:02 05-03-2018	131.404525756836	132.860382080078	9.92239952087402	0	133	0	0
06:23:17 05-03-2018	131.157318115234	132.613174438477	10.1427993774414	0	134	0	0
06:23:32 05-03-2018	131.377059936523	132.942794799805	10.3556003570557	0	134	0	0
06:23:47 05-03-2018	131.349594116211	132.970260620117	10.5494003295898	0	134	0	0
06:24:02 05-03-2018	131.239715576172	133.052673339844	10.6862010955811	0	134	0	0
06:24:17 05-03-2018	131.45947265625	133.13508605957	10.8267993927002	0	134	0	0
06:24:32 05-03-2018	131.651748657227	133.409774780273	11.0016002655029	0	134	0	0
06:24:47 05-03-2018	131.432006835938	133.354827880859	11.1422004699707	0	135	0	0
06:25:02 05-03-2018	131.432006835938	133.409774780273	11.2828006744385	0	135	0	0
06:25:17 05-03-2018	131.679229736328	133.684463500977	11.3626003265381	0	135	0	0
06:25:32 05-03-2018	131.651748657227	133.684463500977	11.4804000854492	0	135	0	0
06:25:47 05-03-2018	131.514404296875	133.60205078125	11.4386005401611	0	135	0	0
06:26:02 05-03-2018	131.706695556641	133.821807861328	11.7768001556396	0	135	0	0
06:26:17 05-03-2018	131.541870117188	133.739395141602	11.7996006011963	0	135	0	0
06:26:32 05-03-2018	131.596817016602	133.821807861328	11.8262004852295	0	135	0	0
06:26:47 05-03-2018	131.624282836914	133.904205322266	11.8945999145508	0	136	0	0
06:27:02 05-03-2018	131.651748657227	134.041549682617	11.9402008056641	0	136	0	0
06:27:17 05-03-2018	131.679229736328	134.069030761719	11.9934005737305	0	136	0	0
06:27:32 05-03-2018	131.898971557617	134.20637512207	12.0123996734619	0	136	0	0
06:27:47 05-03-2018	131.679229736328	134.261306762695	12.1035995483398	0	136	0	0
06:28:02 05-03-2018	131.761627197266	134.343719482422	12.2441997528076	0	136	0	0
06:28:17 05-03-2018	131.541870117188	134.288772583008	12.274600982666	0	137	0	0
06:28:32 05-03-2018	131.81657409668	134.481063842773	12.2936000823975	0	136	0	0
06:28:47 05-03-2018	131.871505737305	134.590942382813	12.331600189209	0	137	0	0
06:29:02 05-03-2018	131.706695556641	134.618408203125	12.3733997344971	0	137	0	0
06:29:17 05-03-2018	131.898971557617	134.755752563477	12.4152011871338	0	137	0	0
06:29:32 05-03-2018	131.92643737793	134.920562744141	12.4684009552002	0	137	0	0
06:29:47 05-03-2018	132.063781738281	134.948028564453	12.5330009460449	0	137	0	0
06:30:02 05-03-2018	132.036315917969	135.002975463867	12.5785999298096	0	137	0	0
06:30:17 05-03-2018	132.091262817383	135.085372924805	12.5671997070313	0	138	0	0
06:30:32 05-03-2018	131.981384277344	135.03044128418	12.5710010528564	0	138	0	0
06:30:47 05-03-2018	132.063781738281	135.140319824219	12.6014003753662	0	138	0	0
06:31:02 05-03-2018	132.393417358398	135.497406005859	12.6242008209229	0	138	0	0
06:31:17 05-03-2018	132.201126098633	135.469940185547	12.6622009277344	0	138	0	0
06:31:32 05-03-2018	132.338485717773	135.524887084961	12.6888008117676	0	138	0	0
06:31:47 05-03-2018	132.283538818359	135.662231445313	12.7116012573242	0	138	0	0
06:32:02 05-03-2018	132.201126098633	135.469940185547	12.7382011413574	0	138	0	0
06:32:17 05-03-2018	132.558227539063	135.772109985352	12.7762012481689	0	138	0	0
06:32:32 05-03-2018	132.503295898438	135.854507446289	12.8028011322021	0	139	0	0
06:32:47 05-03-2018	132.503295898438	135.936920166016	12.8294010162354	0	139	0	0
06:33:02 05-03-2018	132.805450439453	136.156661987305	12.8521995544434	0	139	0	0
06:33:17 05-03-2018	132.805450439453	136.321487426758	12.8712005615234	0	139	0	0
06:33:32 05-03-2018	132.668106079102	136.239074707031	12.9130001068115	0	139	0	0
06:33:47 05-03-2018	132.668106079102	136.34895324707	12.951000213623	0	139	0	0
06:34:02 05-03-2018	131.871505737305	136.431365966797	12.9700012207031	0	139	0	0
06:34:17 05-03-2018	130.525527954102	136.321487426758	12.9547996520996	0	140	0	0
06:34:32 05-03-2018	129.4267578125	135.579818725586	12.9738006591797	0	140	0	0
06:34:47 05-03-2018	128.822448730469	135.360061645508	13.0612010955811	0	140	0	0
06:35:02 05-03-2018	128.410415649414	134.920562744141	13.1410007476807	0	140	0	0
06:35:17 05-03-2018	128.080780029297	134.700805664063	13.1942005157471	0	140	0	0
06:35:32 05-03-2018	128.025848388672	134.481063842773	13.2474002838135	0	140	0	0
06:35:47 05-03-2018	127.751159667969	134.371185302734	13.3386001586914	0	140	0	0
06:36:02 05-03-2018	128.025848388672	134.481063842773	13.3728008270264	0	140	0	0
06:36:17 05-03-2018	128.300537109375	134.755752563477	13.3576011657715	0	140	0	0
06:36:32 05-03-2018	128.382949829102	134.838150024414	13.3386001586914	0	141	0	0
06:36:47 05-03-2018	128.492813110352	134.810684204102	13.31960105896	0	141	0	0
06:37:02 05-03-2018	128.849914550781	134.755752563477	13.395601272583	0	141	0	0
06:37:17 05-03-2018	129.179550170898	134.563461303711	13.4146003723145	0	141	0	0
06:37:32 05-03-2018	129.207015991211	134.343719482422	13.4260005950928	0	141	0	0
06:37:47 05-03-2018	129.536636352539	134.67333984375	13.418399810791	0	141	0	0
06:38:02 05-03-2018	129.756393432617	134.810684204102	13.3803997039795	0	141	0	0
06:38:17 05-03-2018	130.003616333008	135.002975463867	13.3576011657715	0	141	0	0
06:38:32 05-03-2018	130.168426513672	135.140319824219	13.3652000427246	0	141	0	0
06:38:47 05-03-2018	130.278305053711	135.27766418457	13.3803997039795	0	141	0	0
06:39:02 05-03-2018	130.305770874023	135.222717285156	13.3576011657715	0	141	0	0
06:39:17 05-03-2018	130.607925415039	135.552352905273	13.3386001586914	0	141	0	0
06:39:32 05-03-2018	130.662872314453	135.717163085938	13.3157997131348	0	141	0	0
06:39:47 05-03-2018	130.910095214844	135.772109985352	13.2968006134033	0	141	0	0
06:40:02 05-03-2018	131.184783935547	136.046798706055	13.2777996063232	0	141	0	0
06:40:17 05-03-2018	131.047439575195	135.799575805664	13.2474002838135	0	141	0	0
06:40:32 05-03-2018	131.432006835938	136.239074707031	13.228401184082	0	142	0	0
06:40:47 05-03-2018	131.596817016602	136.294021606445	13.2170009613037	0	142	0	0
06:41:02 05-03-2018	131.651748657227	136.376419067383	13.1865997314453	0	142	0	0
06:41:17 05-03-2018	131.761627197266	136.541229248047	13.1865997314453	0	142	0	0
06:41:32 05-03-2018	131.898971557617	136.651107788086	13.1638011932373	0	142	0	0
06:41:47 05-03-2018	131.92643737793	136.760986328125	13.1599998474121	0	142	0	0
06:42:02 05-03-2018	132.17366027832	136.980743408203	13.1562004089355	0	142	0	0
06:42:17 05-03-2018	132.311004638672	137.090621948242	13.1258010864258	0	142	0	0
06:42:32 05-03-2018	132.365951538086	137.090621948242	13.1258010864258	0	142	0	0
06:42:47 05-03-2018	132.503295898438	137.255432128906	13.1144008636475	0	142	0	0
06:43:02 05-03-2018	132.695571899414	137.282897949219	13.1030006408691	0	143	0	0
06:43:17 05-03-2018	132.88786315918	137.447708129883	13.0878009796143	0	142	0	0
06:43:32 05-03-2018	133.052673339844	137.557586669922	13.0725994110107	0	142	0	0
06:43:47 05-03-2018	133.080139160156	137.722396850586	13.0687999725342	0	142	0	0
06:44:02 05-03-2018	133.107604980469	137.585052490234	13.0536003112793	0	143	0	0
06:44:17 05-03-2018	133.354827880859	137.997085571289	13.0270004272461	0	143	0	0
06:44:32 05-03-2018	133.574584960938	138.079498291016	13.0118007659912	0	143	0	0
06:44:47 05-03-2018	133.656997680664	138.216842651367	12.9966011047363	0	143	0	0
06:45:02 05-03-2018	133.684463500977	138.134429931641	12.9813995361328	0	143	0	0
06:45:17 05-03-2018	133.95915222168	138.436599731445	12.9661998748779	0	143	0	0
06:45:32 05-03-2018	134.041549682617	138.49153137207	12.9700012207031	0	143	0	0
06:45:47 05-03-2018	134.151428222656	138.683822631836	12.9661998748779	0	144	0	0
06:46:02 05-03-2018	134.233840942383	138.793685913086	12.951000213623	0	143	0	0
06:46:17 05-03-2018	134.426116943359	138.876098632813	12.9433994293213	0	143	0	0
06:46:32 05-03-2018	134.453598022461	138.8486328125	12.951000213623	0	144	0	0
06:46:47 05-03-2018	134.838150024414	139.260665893555	12.9433994293213	0	144	0	0
06:47:02 05-03-2018	134.755752563477	139.233200073242	12.9700012207031	0	144	0	0
